ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	18100FL-21-03-113	18100FL-21-03-114	18100FL-21-03-115	18100FL-21-03-116	18100FL-21-03-117	18100FL-21-03-118	18100FL-21-03-119	18100FL-21-03-120	18100FL-21-03-121
05376ac5993f8ec4dbc02314496dee65	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella_hanedai	0	0.000176242509693338	0	0.00035543339178238	0	0	0	0	0
0569f40e5de9216f63d2a86fb93b5952	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0	0	0	0	0	0	0	0.000223954134193317	0.000324543610547667
0611bcec59ad06d2f2c40648d8a38536	Bacteria	Chloroflexi	Anaerolineae	Class_Anaerolineae	Class_Anaerolineae	Class_Anaerolineae	Class_Anaerolineae	0	0.000572788156503349	0	0	0	0	0	0	0
061615b4c1b57558afa492eadf48b782	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Genus__Candidatus_Magasanikbacteria	0	0	0	0	0	0	4.30848772081e-05	0	0
061f76c6472858fde22677c443440e75	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Genus__Hydrogenobacter	0	0	0	0	8.58344539498155e-05	0	0	0	0
06339d660068430e525fb670e477f51a	Bacteria	Firmicutes	Negativicutes	Veillonellales_Selenomonadales	Veillonellaceae	Veillonella	Veillonella_sp	0	0	0	0	0	0	0	0	0.000189317106152806
066641bf2c7c82e4536739da41e0d65d	Bacteria	Firmicutes	Thermovenabulia	Thermovenabulales	Thermovenabulales	Tepidanaerobacter	uncultured_bacterium	0	0	0	0	0	0	0	0	0.000108181203515889
06d3e4a910972dab10d65f73f990caaa	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Genus__Geobacillus	0.000779759095479449	0	0.000660298454901616	0.00156390692384247	0	0	0.00127100387763895	0.00118695691122458	0.00132521974306964
07ac35b1942db14095baf5a96ac53a04	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	7.1086678356476e-05	0	0	0	0	0
08037bee2cd82dea3c4965591f1f5392	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	uncultured_bacterium	0	0	0	0	0	0	0	0.00105258443070859	0
082d620e349951cf8f4db3df6072a80a	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Genus__Methanobrevibacter	0	0	0	0	0	0	0	0.000694257815999283	0
09d7456e6653536c27023f4036e6ebad	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Genus__Photobacterium	0.000102599880984138	0	0	0	0	0	0	0	0
0a5074465027bae692705ab6d8a7bc25	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Savagea	uncultured_bacterium	0.000205199761968276	0.000264363764540007	0	0	0	0	0	0	0
0a5ffdc1c3a349de5c0a0bcb9791ead8	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Family_Caldilineaceae	Family_Caldilineaceae	0	0.000396545646810011	0	0	0	0	0	0	0
0a7fa279e57dc40900ae216f498658db	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Peptoniphilus	swine_effluent	0	0	0	0	0.000228891877199508	0	0	0	0
0ad733f7ebeb586c8806e620c680431c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Anaerovoracaceae	Family_Anaerovoracaceae	Family_Anaerovoracaceae	0	0	0	0	0	5.66379700951518e-05	0	0	0
0b108345d61ea820df75bedb01cad12a	Bacteria	Firmicutes	Thermovenabulia	Thermovenabulales	Thermovenabulales	Tepidanaerobacter	uncultured_bacterium	0	0	0	7.1086678356476e-05	0	0	0	0	0
0b120fd7569553f24ea96bad2fca56ed	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0.321896866599635	0.306838209376102	0.344411674076683	0.287616700630302	0.305971216846442	0.301342319891255	0.239164153382163	0.230672758219117	0.249249492900609
0b3753e8568726cd3c0948ccfcfa4783	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	7.1086678356476e-05	0	0	0	0	0
0b568671d68243df93bf83ac79637476	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus_aquatilis	0.000184679785771449	0	0	0	0	0	0	0	0
0bab49c1d8825f6b6a3f5aa75ac0025b	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	uncultured_bacterium	0.000246239714361931	0	0	0	0	0	0	0	0
0bc67e52fc8005c735e1e00aad4f193e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Genus__Streptococcus	0	0	0	0	0	0	0	0	0.000378634212305612
0c85ff2167f71078f91f30eb63190001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella_hanedai	0	0	0	0	0.000171668907899631	0	0	0	0
0c9f51692e5a3b0ef5a41d17d94bd7e3	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	uncultured_Ruminococcus	0	0	0	0	0	0	0.000538560965101249	0	0
0ca53bf036b9723069c1ab6897c4ca95	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_sp	0	0	0	0	0.000143057423249692	0	0	0	0
0cb60363d617be5039c6ef11fcf93957	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Genus__Leuconostoc	0	0	0	0	0	0	4.30848772081e-05	0	0
0ccf2332c08facd979fe6acc3e05028d	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Genus__Anoxybacillus	0.00170315802433669	0.00308424391963342	0.00107848747633931	0.00312781384768494	0.00240336471059483	0.00167082011780698	0.0020249892287807	0.0019036101406432	0.00167680865449628
0cd20a3392372d97e54fb5b8603be726	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	0	0	0	0	0	0	0	0	0.000135226504394861
0d5c2f8fb0dd2dd50b6129a78e052825	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Family_Erysipelotrichaceae	Family_Erysipelotrichaceae	0.000533519381117518	0	0	0.000521302307947491	0	0	0.000861697544161999	0	0.000405679513184584
0d752380b0db3b599a329881ea1b2812	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Genus__Bacteroides	6.15599285904828e-05	0	0	0	0	0	0	0	0
0d9c982d8b96dc37e4ad632f742bbfcb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_propionicifaciens	0	0	0	0	0	0.000311508835523335	0	0	0
0e0cda706e56b12b178dfb66c8a844ac	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermovirga	metagenome	0	0.00154212195981671	0	0	0.000314726331149323	0	0	0	0
0ecf0a9bd32ecd36b8f7a6d2ba659c91	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Family_Family_XI	Family_Family_XI	0	0.000132181882270004	0	0	0	0	0	0	0
0ee42c335ee5dde28ca855c73f4e960d	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Genus__Succiniclasticum	0	0	0	0	0	0	0.0005170185264972	0	0
0f3693bd0e065d8a2e81eb8da662fe40	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_woluwensis	0	0	0	0	0	0.000141594925237879	0	0	0
0f3ed203b436a4f0346074ab048dc7b8	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG_002	Genus__UCG_002	0	0	0	0	0	0	0	0.00111977067096659	0
0f5559b916b6ab92c905d511fcf49c31	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Genus__Methanobrevibacter	0	0	0	0	0	0.000509741730856366	0	0	0
0f829b52668135950c69783708353f16	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	uncultured_Veillonellaceae	0	0	0	0	0	0	0	0.00311296246528711	0
0fac42436f2a10db57278b58e45e44a6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0.000368146805618487	0	0	0
0fb982837da82cecf8c89eeca6f1c174	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Genus__Sutterella	0	0	0	0	0	0	0	6.71862402579952e-05	0
104501677791f11f8f366d20c99ccd0d	Bacteria	Firmicutes	Limnochordia	MBA03	MBA03	MBA03	Genus__MBA03	0	0	6.60298454901616e-05	0	0	0	0	0	0
107afec4a46199dec2bfcb3e795a81e4	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Genus__Erysipelothrix	0	0	0	0	0	0	0	0	5.40906017579446e-05
1088fb4f7bdd2c6402c0d9b1cc9b7675	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Peptoniphilus	swine_effluent	8.20799047873104e-05	0	0	0	0	0	0	0	0
10bc6c3971f90208958b6665667811b3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Family_Rhodobacteraceae	Family_Rhodobacteraceae	0	0	0	0	0.000143057423249692	0	0	0	0
10d4694477d8f1ab181592d8ed508277	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	Genus__Hydrogenedensaceae	0	0	4.4019896993441e-05	0	0	0	0	0	0
115d852e7eac694475383839293e8ae4	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0.00229823733404469	0.00198272823405005	0.00151868644627372	0.00142173356712952	0.00257503361849446	0.00116107838695061	0.0020680741059888	0.000873421123353937	0.00105476673427992
124c00e4998bd75a9f11fe58cae9b876	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Family_Lactobacillaceae	Family_Lactobacillaceae	0	0.00088121254846669	0	0.000639780105208284	0	0	0.0014648858250754	0	0.000703177822853279
12dc38ae72386b2b157b4980e9ad654c	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	0	0	0	0	0	0	0	8.95816536773269e-05	0
12e26ee4ee263a495060e2b100b7e6a7	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK3A20_group	Genus__Lachnospiraceae_NK3A20_group	0	0	0	0	0	0	0	8.95816536773269e-05	0
146ae334d51e681e6fc10c2367677d0b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Genus__Vagococcus	0	0	0	0	0.00094417899344797	0	0	0	0
14f2fb98c543928c8eb0517ee1c5826c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Genus__Mucilaginibacter	0	0	0	0	0	0.000198232895333031	0	0	0
15469da0738383ae2cb13e673c63520d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Genus__Limosilactobacillus	0	0	0	0.000165868916165111	0	0	0	0	0
155c78f6effed923c77141ce1a7871a7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Tepidimicrobium	Tepidimicrobium_sp	0.00186731783391131	0.00290800140994008	0.00136461680679667	0.00293824937206767	0.00220308431804526	0.00300181241504305	0.0033175355450237	0.0031801487055451	0.00297498309668695
158320b8b7f220a89a533e7c42177dfe	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	uncultured_bacterium	0	0	0	0	0	0	0	0	0.000108181203515889
15ea86e7d90f3dcc394bda36d29bbd29	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	uncultured_bacterium	0	0	0	0	0	0	0	0.00013437248051599	0
160f8b51aa6d841513be28dae87dc12b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Family_Comamonadaceae	Family_Comamonadaceae	0.000718199166888966	0	0.0008583879913721	0	0.00057222969299877	0.000906207521522429	0.000495476087893149	0	0
1613e8e09e00115a6a22a04e04e38c01	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Genus__Lactobacillus	0.00131327847659697	0	0	0.000876735699729871	0.000658064146948585	0.00107612143180788	0.00109866436880655	0.00221714592851384	0.00137931034482759
1648ee6887c86c65cc8d935f6292920d	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Peptoniphilus	Genus__Peptoniphilus	0	0	0	0	0	0	0	0.000111977067096659	0
16db6715ac0147810c8a082b44c5ae4c	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter	Genus__Pseudarcobacter	0	0.000660909411350018	0	0	0	0	0	0	0
171e6486d8842ec217b6f7ffd5e64e29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Family_Marinifilaceae	Family_Marinifilaceae	0	0.000352485019386676	0	0	0.000286114846499385	0	0	0	0
17c0373d343f0860e67ff6661f6f17ad	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Genus__Acinetobacter	0	0	0	0.000473911189043173	0	0	0	0	0.000324543610547667
187315ee873c3e3a8b814527d4252bb0	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Order_Cloacimonadales	Order_Cloacimonadales	Order_Cloacimonadales	0	0.00048466690165668	0	0	0	0	0	0	0
18adfebde4375e09f50bb2d6e5daf764	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Family_Rhodobacteraceae	Family_Rhodobacteraceae	0	0	0	0	0	0.000226551880380607	0	0	0
18aea505698e642fd51fc375d7dbf143	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae	Family_Lachnospiraceae	0	0	0	0	0.000143057423249692	0	0	0	0
1978cfccfea66ac74aee6e421774070c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	Genus__Prevotella_9	0	0	0	0	0	0	0	0.000313535787870644	0
19b0be6890f2e90980bb7f5630007175	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0	0	0	0	8.58344539498155e-05	0	0	0	0
19e5598370c69035c398b720890199fd	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermovirga	metagenome	0	0	0	0	0	0.000424784775713638	0	0.000313535787870644	0
1a351d9345803cdc1186e57753a138c5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	uncultured_bacterium	0	0	0	0	0	0	0.00019388194743645	0	0
1a704147b32f4a41812787c0712889c1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_pasteurii	0	0	0	0	0.000457783754399016	0	0	0	0
1a949d8980153f6ba608db155a660696	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Family_Simkaniaceae	Family_Simkaniaceae	0	0	0	0	0	0	6.46273158121499e-05	0	0
1aa752178432c45250c412f9c6620edc	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	uncultured_Xiphinematobacteriaceae	0	0	0	0	0	0	0.0001292546316243	0	0
1ab7a4aedcec0d7022ea6edf95a5f061	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	0	0	0	0	0	5.66379700951518e-05	0	0	0
1b3ad7d04793ca29b646bd85fa474a9d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Genus__Brevundimonas	0	0	0	0	0.000171668907899631	0	0	0	0
1b51f9d528989bd41d4ca5dda963cf08	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0.0002585092632486	0	0
1c0ea866f3135582b193877d51021e62	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	Genus__Macellibacteroides	0	0	0	0	0.000171668907899631	0	0	0	0
1c17c22d4badd7ba3157d4c3b7b115cb	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Tepidimicrobium	Clostridiaceae_bacterium	0	0	0	0	0	0	0	6.71862402579952e-05	0
1c9a458e5e16587bfa1d55db631240cb	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	Genus__Kapabacteriales	0	0	0	0	0	0	4.30848772081e-05	0	0
1ca51e33dcc1b475a84549670d0dab8d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Genus__Ralstonia	0.0262655695319393	0.0179326753612971	0.0392877580666461	0.00857779252168144	0.0332179336785786	0.0356252831898505	0.0293838862559242	0.0107050076144406	0.0130899256254226
1cca83d4a8752c6416060174ff78be32	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG_005	human_gut	0	0	0	0	0	0	0	0.000179163307354654	0
1daba3d5420935f0677af0dbde2f4292	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Genus__Photobacterium	0	0	0	0	0	0	0.00010771219302025	0	0
1db94054756bbd8253ce9af0a357036f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Lactobacillus_agilis	0.000882358976463587	0	0	0.00120847353206009	0.000429172269749077	0.000736293611236973	0	0.000873421123353937	0.000865449628127113
1dc2996da910913b8ae3b8d40a088ccb	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Family_XI	Family_Family_XI	Family_Family_XI	0.000123119857180966	0	0	0	0	0	0	0	0
1dfc2f760b72fefeb1cedda5f4fd2cbd	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0	0	0	0	0	0	0.0001292546316243	0	0
1e2f887feaa4c36a3732158ed3122175	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	Order_Rickettsiales	0.0100342683602487	0.00929679238632358	0.00816569089228331	0.0123216909151225	0.00935595548052988	0.010619619392841	0.0115036622145627	0.0115560333243752	0.0138742393509128
1f4ea158557dccf8ae87600af9ca2dca	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	uncultured_soil	0	0	0	0	0	0.000368146805618487	0	0	0
1f79021634ad1a10ed206a12cfd40a1e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus_ingluviei	0.000759239119282622	0.00101339443073669	0.000770348197385218	0.00106630017534714	0.00125890532459729	0.00135931128228364	0.0019388194743645	0.00150049269909523	0.000973630831643002
1fb271d15ca1b23016c28977d82ee5e1	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1_41	WCHB1_41	WCHB1_41	uncultured_bacterium	0	0	0	0	0	0	0	0.000313535787870644	0
202cb8f229119782d9897646e4a2a804	Bacteria	Firmicutes	Negativicutes	Veillonellales_Selenomonadales	Veillonellaceae	Veillonella	Veillonella_sp	0	0	0	0	0	0	0.0001292546316243	0	0
204f0d02619f85f9803c2db0a63d5e9c	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Order_Coriobacteriales	Order_Coriobacteriales	Order_Coriobacteriales	0	0	0	0	0	0	0	0.000403117441547971	0
20846d64e94225c977ac50fa021daa12	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae	uncultured_bacterium	0.000205199761968276	0	0	0	0	0	0	0	0
20858a10442de0c37ab1e50392c35dfb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Genus__Psychrobacter	0.000348839595346069	0	0	0	0	0	0	0	0
2154595d370a281af8425f266a800a04	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Family_Micrococcaceae	Family_Micrococcaceae	0	0	0	0	0	0	0	8.95816536773269e-05	0
21a7115ec9d11005b03353bf2fd50468	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Genus__Lacticaseibacillus	0	0	0	0.000497606748495332	0	0	0	0	0
21cb01b0c80447522c14f8bf9f3886ee	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Genus__Bacteroides	0	0	0	0	0	0	0	0	0.000297498309668695
21f0e9e89f98b12ce6c1e154666ee605	Bacteria	Cyanobacteria	Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	Class_Cyanobacteriia	0	0	0	0	0	0.000169913910285455	0	0	0
221c55fd0432d3ecb96e21e1c7c0020f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Genus__Prevotella	0	0	0	0	0	0	0	0.000156767893935322	0
2268d2b0df83fc6edb307e1aaba7825a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	Genus__Prevotella_9	0	0	0	0	0	0	0	0.000246349547612649	0
228c86a89324746540e4f2fa9e32ba5a	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Family_Lachnospiraceae	Family_Lachnospiraceae	0	0	0	0	0.000686675631598524	0	0	0	0
22a452848a6e1275e4d7ffc89121c135	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_5	Clostridium_putrefaciens	0	0.000352485019386676	0	0	0	0	0	0	0
22d70b6aadce975c37fbd6110505da14	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	0	0.000308424391963342	0.000242109433463926	0	0	0	0.00028005170185265	0	0
22dce7aeafc4056e5918497325fb7001	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Family_Butyricicoccaceae	Family_Butyricicoccaceae	0	0	0	0	0	0	0	4.47908268386634e-05	0
2439ec836e5bb54e457e9b2009f4a58f	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	uncultured_bacterium	0	0	0	0	0	0	0	0	8.11359026369168e-05
